"site_id","entity_id","latitude","longitude","elevation","geology","cover_thickness","distance_entrance","d18O_measurements","datings","min_corr_age","max_corr_age","period","mineralogy","mean_d18O"
140,482,31.667,110.4333,1900,"limestone","NULL","1500",159,4,11125.81,19214.55,8088.74,"calcite",-7.975
140,484,31.667,110.4333,1900,"limestone","NULL","1500",1289,23,128669,224398,95729,"calcite",-8.937
140,485,31.667,110.4333,1900,"limestone","NULL","1500",376,18,56058,98585.64,42527.64,"calcite",-9.116
140,486,31.667,110.4333,1900,"limestone","NULL","1500",355,13,98970.6,130000,31029.4,"calcite",-9.722
140,487,31.667,110.4333,1900,"limestone","NULL","1500",248,9,155544.24,209262.75,53718.51,"calcite",-7.987
140,488,31.667,110.4333,1900,"limestone","NULL","1500",162,5,78039,96363,18324,"calcite",-9.866
140,489,31.667,110.4333,1900,"limestone","NULL","1500",453,6,127080,132598.72,5518.72,"calcite",-9.05
140,491,31.667,110.4333,1900,"limestone","NULL","1500",40,5,103093.51,109888.44,6794.93000000001,"calcite",-10.627
140,492,31.667,110.4333,1900,"limestone","NULL","1500",166,9,108061.24,139406.96,31345.72,"calcite",-8.299
140,493,31.667,110.4333,1900,"limestone","NULL","1500",114,13,134720,188040,53320,"calcite",-8.473
140,494,31.667,110.4333,1900,"limestone","NULL","1500",33,3,123045,126882.04,3837.03999999999,"calcite",-8.599
12,495,25.2622,91.8817,1160,"mixed","60","NULL",170,12,6604.41,22716.65,16112.24,"calcite",-5.278
198,496,29.48,109.5333,455,"limestone","100","NULL",754,42,51,12431,12380,"aragonite",-6.645
225,498,-18.1222,-65.7739,2660,"limestone","70","200",232,10,187.51,938.78,751.27,"calcite",-9.741
225,499,-18.1222,-65.7739,2660,"limestone","70","370",80,4,86.54,298.26,211.72,"calcite",-10.731
226,500,-5.73,-77.5,960,"unknown","NULL","NULL",1015,74,2404,174443,172039,"calcite",-6.954
226,501,-5.73,-77.5,960,"unknown","NULL","NULL",44,3,86820,101860,15040,"calcite",-7.1
226,502,-5.73,-77.5,960,"unknown","NULL","NULL",85,3,109770,118940,9170,"calcite",-8.187
226,503,-5.73,-77.5,960,"unknown","NULL","NULL",360,21,217421,246360,28939,"calcite",-7.027
226,504,-5.73,-77.5,960,"unknown","NULL","NULL",336,17,191660,237110,45450,"calcite",-7.651
227,505,56.162,-133.319,80,"limestone","700","NULL",460,21,11100,75125,64025,"calcite",-8.767
228,506,32.1,-104.26,1300,"unknown","30","NULL",147,10,-54,1408.47,1462.47,"calcite",-5.243
230,508,-12.6227,-41.0216,560,"limestone","NULL","NULL",735,20,39345.1,58824.65,19479.55,"calcite",-3.25
231,509,-11.24,-75.82,3800,"limestone","NULL","500",1011,17,16021,49470,33449,"calcite",-16.028
232,510,20.59,-87.13,20,"limestone","NULL","NULL",828,13,1552.1,26443,24890.9,"calcite",-4.406
233,511,33,-107.7,2007,"unknown","NULL","NULL",136,19,69326,86094,16768,"calcite",-7.538
234,512,-24.5308,-48.7267,250,"limestone","300","1500",178,11,-55,26405,26460,"calcite",-5.409
234,513,-24.5308,-48.7267,250,"limestone","300","1500",488,20,25844.54,130645,104800.46,"calcite",-4.982
235,514,-5.9406,-77.3081,1000,"unknown","NULL","NULL",288,10,24,4302,4278,"calcite",-7.194
235,515,-5.9406,-77.3081,1000,"unknown","NULL","NULL",302,10,3236,13394,10158,"calcite",-6.247
236,516,-10.1602,-40.8605,600,"dolomite","NULL","NULL",386,9,38379,40058.4,1679.4,"mixed",-5.419
236,517,-10.1602,-40.8605,600,"dolomite","NULL","NULL",190,8,39114.6,39668.3,553.700000000004,"mixed",-6.42
237,518,-18.12,-65.77,2830,"limestone","100","NULL",242,6,654.2,1329.69,675.49,"calcite",-9.643
239,520,42.433,84.733,2752,"unknown","NULL","NULL",250,15,2689.35,8361.75,5672.4,"calcite",-7.031
240,521,12.0833,92.75,20,"limestone","NULL","10",194,7,822,3911.52,3089.52,"calcite",-5.272
240,522,12.0833,92.75,20,"limestone","NULL","15",32,4,0,854,854,"calcite",-5.87
241,523,-5,120,140,"limestone","NULL","300",755,34,30,39870,39840,"calcite",-7.709
241,524,-5,120,140,"limestone","NULL","300",322,8,26100,42130,16030,"calcite",-6.367
242,525,30.6833,109.9833,1017,"dolomite","NULL","1000",296,16,8558,30433,21875,"calcite",-7.972
242,526,30.6833,109.9833,1017,"dolomite","NULL","1000",126,8,9350,20952,11602,"calcite",-8.031
243,527,18.8445,81.9915,490,"limestone","10","200",1186,10,12683.95,14836.95,2153,"calcite",-2.576
244,528,38.1667,113.7167,1200,"limestone","NULL","NULL",157,5,199.46,2820,2620.54,"calcite",-9.15
244,529,38.1667,113.7167,1200,"limestone","NULL","NULL",341,15,5778.86,14594,8815.14,"calcite",-9.813
244,530,38.1667,113.7167,1200,"limestone","NULL","NULL",352,12,3257.38,11720.35,8462.97,"calcite",-9.883
244,532,38.1667,113.7167,1200,"limestone","NULL","NULL",114,4,1288.57,4483.64,3195.07,"calcite",-8.883
244,533,38.1667,113.7167,1200,"limestone","NULL","NULL",124,8,2440.14,4885,2444.86,"calcite",-9.589
245,534,14.52,77.99,280,"unknown","8","NULL",1134,11,1724.78,3178.27,1453.49,"mixed",-6.305
246,535,10.2,118.9,2,"limestone","NULL","450",335,12,10720,13647,2927,"calcite",-6.708
248,538,28.333,103.1,1407,"limestone","NULL","NULL",505,16,-1.25,2267.37,2268.62,"calcite",-9.116
248,539,28.333,103.1,1407,"limestone","NULL","NULL",282,15,-59.71,1254.38,1314.09,"calcite",-8.997
249,540,28.183,107.167,970,"unknown","NULL","NULL",250,6,4170.97,9864.21,5693.24,"calcite",-9.2
249,541,28.183,107.167,970,"unknown","NULL","NULL",203,6,-50.81,5860.18,5910.99,"calcite",-8.036
251,544,38.25,113.7,975,"mixed","NULL","NULL",470,11,-59.92,781.47,841.39,"calcite",-8.25
252,545,-24.051,43.7569,20,"limestone","10","20",107,8,15421.9,19136.9,3715,"calcite",-2.597
253,546,12.5866,54.3543,335,"limestone","NULL","200",507,9,-45.63,9249.4,9295.03,"calcite",-1.691
253,547,12.5866,54.3543,335,"limestone","NULL","2000",609,13,-53,5627.27,5680.27,"calcite",-2.969
253,548,12.5866,54.3543,335,"limestone","NULL","2000",311,6,-56,4596.02,4652.02,"calcite",-2.263
254,549,-34.2078,22.0876,10,"unknown","50","NULL",55,4,67050,112693.9,45643.9,"unknown",-4.218
254,550,-34.2078,22.0876,10,"unknown","50","NULL",27,4,82660,99450,16790,"unknown",-3.859
254,552,-34.2078,22.0876,10,"unknown","50","NULL",64,6,58440,89160,30720,"unknown",-3.856
254,553,-34.2078,22.0876,10,"unknown","50","NULL",19,4,102810,109820,7010,"unknown",-4.024
254,554,-34.2078,22.0876,10,"unknown","50","NULL",39,6,50950,108309.1,57359.1,"unknown",-3.831
254,555,-34.2078,22.0876,10,"unknown","50","NULL",31,5,74950,98750,23800,"unknown",-3.92
254,556,-34.2078,22.0876,10,"unknown","50","NULL",31,3,82870,87990,5120,"unknown",-3.563
255,557,-24.0477,43.7533,20,"limestone","25","40",1391,24,11912.9,22225.2,10312.3,"calcite",-4.068
256,558,46.828,22.6,545,"limestone","NULL","NULL",43,11,54935,131935,77000,"calcite",-6.931
257,559,40.4498,39.5365,1530,"limestone","30","200",218,3,-55,441.5,496.5,"calcite",-10.919
258,560,49,7,185,"limestone","NULL","NULL",229,10,-47,17550.65,17597.65,"calcite",-5.794
259,561,42.98,-4.37,1600,"limestone","NULL","NULL",253,7,100605.61,116341.8,15736.19,"calcite",-7.729
260,562,39.28,8.48,410,"mixed","200","NULL",740,29,72640.03,238167.78,165527.75,"mixed",-4.587
261,563,43.2962,-4.3937,550,"dolomite","120","1300",329,16,7965.25,14669.72,6704.47,"calcite",-5.003
262,564,50.4244,11.0203,500,"limestone","65","NULL",1451,18,150.1,5615.26,5465.16,"calcite",-6.36
262,565,50.4244,11.0203,500,"limestone","65","NULL",507,23,5248.88,11990.73,6741.85,"calcite",-5.881
263,566,43.5937,25.9597,150,"limestone","NULL","20",763,13,112354.84,129017.93,16663.09,"calcite",-9.229
264,567,44.0049,15.0388,74,"limestone","27","73",181,4,2542.27,4300,1757.73,"calcite",-3.856
264,568,44.0049,15.0388,74,"limestone","27","75",77,3,1376,3808,2432,"calcite",-4.003
265,569,39.7937,2.9683,65,"dolomite","NULL","NULL",449,25,151.78,121015.33,120863.55,"aragonite",-3.385
266,570,37.6322,-0.8215,75,"mixed","30","350",196,21,6987.75,14925.87,7938.12,"calcite",-5.923
267,571,39.3,-9.2667,130,"limestone","13","100",55,6,161416.7,186961.88,25545.18,"calcite",-3.588
268,572,50,5.2,230,"limestone","NULL","NULL",130,10,1738.62,12826.91,11088.29,"calcite",-5.442
269,573,35.8,45.1645,650,"limestone","20","NULL",841,9,-62,2365,2427,"calcite",-4.913
270,574,35.84,52,2535,"limestone","NULL","NULL",259,25,3766.22,4920,1153.78,"calcite",-8.091
271,575,-35.72,148.49,800,"limestone","NULL","NULL",133,7,34977.38,98936.44,63959.06,"calcite",-4.638
272,576,-41.93,171.47,60,"limestone","NULL","NULL",489,3,6.86,12116.97,12110.11,"calcite",-2.513
273,577,36.59,-118.82,1386,"unknown","70","150",1054,10,-57.7,1098.1,1155.8,"calcite",-9.08
274,578,10.17,-85.33,370,"limestone","NULL","NULL",687,41,34902,98246,63344,"calcite",-7.894
274,579,10.17,-85.33,370,"limestone","NULL","NULL",305,12,23952,33931,9979,"calcite",-8.15
274,580,10.17,-85.33,370,"limestone","NULL","NULL",343,17,31448,36926,5478,"calcite",-8.152
274,581,10.17,-85.33,370,"limestone","NULL","NULL",370,4,6502.4,7928.16,1425.76,"calcite",-8.257
72,582,45,22.6,1050,"limestone","40","80",740,12,30728,47177,16449,"calcite",-7.469
275,583,39.5333,-8.7833,420,"limestone","50","34",38,4,73229.77,82606.04,9376.26999999999,"calcite",-3.621
275,584,39.5333,-8.7833,420,"limestone","50","34",279,9,185269.32,222448.03,37178.71,"calcite",-3.851
275,585,39.5333,-8.7833,420,"limestone","50","34",43,5,104320.35,146537,42216.65,"calcite",-3.225
275,586,39.5333,-8.7833,420,"limestone","50","34",81,6,53142.97,109787.54,56644.57,"calcite",-2.383
275,587,39.5333,-8.7833,420,"limestone","50","34",968,39,1319.15,87439.75,86120.6,"calcite",-3.078
215,588,33.9558,-4.2461,1260,"dolomite","NULL","300",659,44,-58.2,9662.22,9720.42,"aragonite",-5.464
215,589,33.9558,-4.2461,1260,"dolomite","NULL","300",1575,42,-50.94,11621.83,11672.77,"aragonite",-5.379
182,590,19,82,32,"unknown","35","140",1275,6,5610.77,8583.8,2973.03,"calcite",-4.511
135,591,33.95,-4.246,1260,"dolomite","NULL","NULL",588,20,2537.16,11415.94,8878.78,"aragonite",-5.094
192,592,-5.93,-77.3,860,"unknown","NULL","NULL",103,19,290,6320,6030,"calcite",-6.821
192,593,-5.93,-77.3,860,"unknown","NULL","NULL",647,60,4280,54360,50080,"calcite",-6.41
27,594,-16,-47,200,"dolomite","50","NULL",193,12,941.02,9981.49,9040.47,"aragonite",-6.529
276,595,48.4833,20.5167,338,"limestone","45","100",263,21,453.69,4348,3894.31,"calcite",-6.803
277,597,-11.27,-75.79,3850,"dolomite","NULL","650",1060,21,1045.98,7156.05,6110.07,"calcite",-12.967
277,598,-11.27,-75.79,3850,"dolomite","NULL","650",290,4,-50,1391,1441,"calcite",-13.238
277,599,-11.27,-75.79,3850,"dolomite","300","1100",765,10,135646.95,169493.89,33846.94,"calcite",-16.11
277,600,-11.27,-75.79,3850,"dolomite","300","1100",427,11,146493.93,177398.4,30904.47,"calcite",-15.982
277,601,-11.27,-75.79,3850,"dolomite","300","1100",515,16,169541.12,196583.81,27042.69,"calcite",-16.599
277,602,-11.27,-75.79,3850,"dolomite","NULL","NULL",1166,37,135646.95,196583.81,60936.86,"calcite",-16.195
24,603,-16.1503,-44.6281,341,"limestone","20","NULL",548,10,12084.46,15653.66,3569.2,"calcite",-6.012
24,605,-16.1503,-44.6281,341,"limestone","20","NULL",304,13,30150.86,40340.4,10189.54,"calcite",-4.643
24,606,-16.1503,-44.6281,341,"limestone","20","NULL",624,11,54103.5,72167.53,18064.03,"calcite",-5.656
24,607,-16.1503,-44.6281,341,"limestone","20","NULL",397,6,76834.31,84064.79,7230.48,"calcite",-4.764
177,609,22.55,-83.84,170,"mixed","60","50",87,3,69205,79934,10729,"calcite",-2.442
177,610,22.55,-83.84,170,"mixed","60","50",31,3,92768,96102,3334,"calcite",-2.777
113,612,-12.6182,-41.0184,598,"limestone","NULL","NULL",820,25,14983,29744.38,14761.38,"calcite",-3.901
278,613,32,-105.2,1900,"unknown","NULL","NULL",682,22,-15,12087,12102,"calcite",-3.935
23,614,-14.37,-44.28,590,"limestone","NULL","500",558,15,40484.81,59830.1,19345.29,"calcite",-6.719
23,615,-14.37,-44.28,590,"limestone","NULL","500",718,10,54548.49,67672.04,13123.55,"calcite",-7.92
23,616,-14.37,-44.28,590,"limestone","NULL","500",638,10,70851.2,83768.35,12917.15,"calcite",-7.099
6,617,32.5,119.17,86,"unknown","NULL","31",399,18,133130,154970,21840,"calcite",-6.674
6,618,32.5,119.17,86,"unknown","NULL","35",307,12,128030,154520,26490,"calcite",-6.328
6,619,32.5,119.17,86,"unknown","NULL","39",344,12,161720,178050,16330,"calcite",-7.889
2,620,42.87,81.75,2000,"unknown","NULL","NULL",168,5,100,1208.2,1108.2,"calcite",-8.482
2,621,42.87,81.75,2000,"unknown","NULL","NULL",325,8,103.18,1174.83,1071.65,"calcite",-8.603
2,622,42.87,81.75,2000,"unknown","NULL","NULL",174,9,1495,10220,8725,"calcite",-9.78
2,623,42.87,81.75,2000,"unknown","NULL","NULL",497,9,-66.78,7122.17,7188.95,"calcite",-9.362
279,624,-34.2071,22.0899,30,"unknown","NULL","NULL",58,8,202329,279050,76721,"unknown",-4.087
279,625,-34.2071,22.0899,30,"unknown","NULL","NULL",53,12,210750,215750,5000,"unknown",-3.615
279,626,-34.2071,22.0899,30,"unknown","NULL","NULL",63,11,171950,283178.6,111228.6,"unknown",-3.981
279,627,-34.2071,22.0899,30,"unknown","NULL","NULL",36,7,194492.9,247705.6,53212.7,"unknown",-3.637
279,628,-34.2071,22.0899,30,"unknown","NULL","NULL",65,10,129825,334600,204775,"unknown",-3.674
279,629,-34.2071,22.0899,30,"unknown","NULL","NULL",57,8,160832.4,335534.2,174701.8,"unknown",-3.689
279,630,-34.2071,22.0899,30,"unknown","NULL","NULL",22,4,173470,205630,32160,"unknown",-3.996
13,633,-17.03,125,100,"limestone","30","300",108,6,23751.74,26991.38,3239.64,"calcite",-4.063
13,634,-17.03,125,100,"limestone","30","300",51,4,36568.1,39971.1,3403,"calcite",-3.895
13,635,-17.03,125,100,"limestone","30","300",58,3,8367.33,11173.23,2805.9,"calcite",-3.338
13,636,-17.03,125,100,"limestone","30","300",45,5,31665.56,37614,5948.44,"calcite",-3.633
155,637,-15.3,128.62,100,"limestone","15","NULL",74,7,10419.94,16534.85,6114.91,"calcite",-8.285
155,638,-15.3,128.62,100,"limestone","15","NULL",109,8,11905.09,20877.08,8971.99,"calcite",-7.81
281,640,10.55,-84.77,380,"limestone","10","150",253,8,4936.2,8806.4,3870.2,"calcite",-5.847
14,641,39.01,-114.22,2080,"limestone","50","NULL",154,11,10170,16400,6230,"unknown",-11.69
14,642,39.01,-114.22,2080,"limestone","50","NULL",130,14,3836,11446,7610,"unknown",-11.529
15,643,47.2501,9.6667,780,"limestone","NULL","180",279,7,84956.1,90299.6,5343.5,"calcite",-10.234
15,644,47.2501,9.6667,780,"limestone","NULL","180",387,16,80901.9,86917.7,6015.8,"calcite",-8.872
283,645,-41.95,171.47,175,"limestone","NULL","NULL",43,4,1045.13,10281.76,9236.63,"calcite",-3.303
283,646,-41.95,171.47,175,"limestone","NULL","NULL",73,7,11268.84,22936.47,11667.63,"calcite",-2.691
283,647,-41.95,171.47,175,"limestone","NULL","NULL",103,13,10977.05,63769.59,52792.54,"calcite",-2.764
284,648,-40.63,172.47,80,"limestone","NULL","NULL",40,4,7208.18,13903.72,6695.54,"calcite",-2.83
285,649,-38.82,177.52,600,"limestone","NULL","NULL",46,5,612.4,7671.9,7059.5,"calcite",-5.659
286,650,43.4306,-3.6658,85,"limestone","91","100",354,24,-26.4,13344.5,13370.9,"calcite",-4.369
286,651,43.4306,-3.6658,85,"limestone","91","100",411,11,10000.6,13864.4,3863.8,"calcite",-4.082
286,652,43.4306,-3.6658,85,"limestone","91","100",414,11,10002.9,13861,3858.1,"calcite",NA
287,653,-40.63,172.48,80,"limestone","NULL","NULL",34,4,17680.59,22232.79,4552.2,"calcite",-2.34
288,654,-40.7,172.48,90,"limestone","NULL","NULL",45,5,15463.94,21123.16,5659.22,"calcite",-2.266
288,655,-40.7,172.48,90,"limestone","NULL","NULL",95,6,13720.56,17069.03,3348.47,"calcite",-2.668
289,656,47.8228,13.8428,1225,"limestone","NULL","250",743,12,77015.2,81898.7,4883.5,"calcite",-8.919
289,657,47.8228,13.8428,1225,"limestone","NULL","250",679,13,76914.4,80323.9,3409.5,"calcite",-9.161
289,658,47.8228,13.8428,1225,"limestone","NULL","250",525,16,105246.5,107970.5,2724,"calcite",-9.117
289,659,47.8228,13.8428,1225,"limestone","NULL","250",626,17,83937.7,91349.3,7411.60000000001,"calcite",-8.617
289,660,47.8228,13.8428,1225,"limestone","NULL","250",237,9,103102.5,104859.5,1757,"calcite",-9.71
289,661,47.8228,13.8428,1225,"limestone","NULL","250",238,6,104644.5,106610.5,1966,"calcite",-9.91
290,662,47.5429,12.0272,1435,"limestone","NULL","50",707,34,102917.5,111314.5,8397,"calcite",-9.68
105,663,47.4333,9.8667,1285,"limestone","NULL","350",331,7,75004.5,78121.2,3116.7,"calcite",-9.298
115,664,47.3781,10.1506,1240,"limestone","NULL","600",159,8,73628.5,74384.4,755.899999999994,"calcite",-9.604
145,665,43.9833,10.2167,840,"mixed","400","NULL",184,12,128484,139964,11480,"calcite",-4.632
145,666,43.9833,10.2167,840,"mixed","400","NULL",1335,51,108096.5,139979.6,31883.1,"calcite",-4.444
145,667,43.9833,10.2167,840,"mixed","400","500",311,9,121307.95,128592,7284.05,"calcite",-4.575
145,668,43.9833,10.2167,840,"mixed","400","NULL",604,15,108000,118425,10425,"calcite",-4.262
145,670,43.9833,10.2167,840,"mixed","NULL","NULL",247,10,2442.15,5992.92,3550.77,"calcite",-4.918
292,671,37.9605,22.1403,820,"limestone","NULL","600",177,7,6687.66,12413.07,5725.41,"calcite",-6.619
293,672,20.75,102.65,352,"limestone","NULL","200",903,6,70.5,2001,1930.5,"calcite",-8.572
82,673,-41.95,171.47,100,"limestone","NULL","NULL",138,5,-43.91,4141.3,4185.21,"calcite",-3.462
165,674,-36.27,175.08,80,"unknown","NULL","NULL",63,7,536.42,12263.75,11727.33,"calcite",-3.508
165,677,-36.27,175.08,80,"unknown","NULL","NULL",485,4,6370.2,53623.37,47253.17,"calcite",-3.258
165,678,-36.27,175.08,80,"unknown","NULL","NULL",145,4,70446.84,76197.3,5750.46000000001,"calcite",-4.168
223,679,33.32,105,1200,"limestone","NULL","800",293,23,11897,310187,298290,"calcite",-11.036
223,680,33.32,105,1200,"limestone","NULL","800",441,12,105337,149803,44466,"calcite",-8.937
128,681,37.98,-80.4,600,"limestone","NULL","1000",797,33,142776,328833,186057,"calcite",-5.766
128,682,37.98,-80.4,600,"limestone","NULL","1000",400,25,46914.76,124035.65,77120.89,"calcite",-5.233
128,683,37.98,-80.4,600,"limestone","NULL","1000",336,10,262476.39,337515.11,75038.72,"calcite",-5.7
294,684,18.35,-66.5,250,"limestone","60","100",342,12,-62.95,6335.05,6398,"calcite",-2.632
65,685,4.15,114.86,250,"limestone","150","NULL",554,16,115738,153790,38052,"calcite",-8.106
65,686,4.15,114.86,250,"limestone","150","NULL",399,11,113874,144361,30487,"calcite",-8.242
141,687,41.4167,31.9333,440,"limestone","NULL","NULL",2024,50,1080,307030,305950,"calcite",-11.917
141,688,41.4167,31.9333,440,"limestone","NULL","NULL",647,19,93320,133200,39880,"calcite",-10.035
141,689,41.4167,31.9333,440,"limestone","NULL","NULL",299,5,475910,670000,194090,"calcite",-11.418
